Agent ID,Renewal Status,Policy Discounts,Risk Score,Policy ID
AGT62837540,Renewed,41,68,POL82338857
AGT35936067,Pending,7,52,POL13670918
AGT78282328,Renewed,30,22,POL56063267
AGT07195389,Pending,7,62,POL44368624
AGT47971931,Not Renewed,23,12,POL02047114
AGT29942457,Pending,20,52,POL75081520
AGT71671591,Pending,17,78,POL45182158
AGT40339464,Renewed,34,10,POL50099594
AGT03162047,Not Renewed,44,22,POL96765669
AGT55465624,Pending,11,30,POL64668667
AGT61378520,Not Renewed,38,83,POL35373090
AGT17511392,Pending,48,25,POL53589425
AGT99517469,Renewed,34,60,POL86998122
AGT40976439,Not Renewed,39,7,POL90865512
AGT19644076,Renewed,29,43,POL72509442
AGT13212375,Pending,3,85,POL02314695
AGT32548798,Renewed,36,76,POL80250763
AGT37442272,Not Renewed,30,82,POL60992687
AGT38600353,Pending,28,97,POL69557850
AGT16288768,Renewed,34,95,POL19053430
AGT56931418,Renewed,6,46,POL54750482
AGT90914747,Not Renewed,23,84,POL21071314
AGT19978799,Pending,32,91,POL35328184
AGT26665589,Not Renewed,43,64,POL54335250
AGT82384285,Pending,26,51,POL90564475
AGT14497481,Renewed,49,70,POL92223951
AGT91783771,Renewed,47,52,POL38583909
AGT56558569,Renewed,19,62,POL70199824
AGT88267068,Renewed,46,63,POL54562646
AGT67481128,Pending,23,93,POL04500233
AGT45789184,Not Renewed,29,96,POL39602828
AGT34752050,Pending,21,86,POL41295564
AGT47983423,Not Renewed,41,50,POL26280970
AGT06581034,Pending,11,29,POL29164247
AGT06949855,Pending,11,53,POL72582020
AGT37420361,Pending,49,73,POL42881568
AGT85459485,Renewed,12,26,POL91869303
AGT31494760,Renewed,19,38,POL28303741
AGT53351162,Renewed,14,66,POL77829667
AGT84856862,Renewed,0,97,POL48994632
AGT07724446,Renewed,28,95,POL83788113
AGT80152734,Pending,36,100,POL26187162
AGT56265890,Renewed,14,25,POL85357404
AGT41758995,Pending,23,36,POL84091621
AGT12415191,Pending,27,27,POL17820094
AGT15727036,Renewed,44,100,POL57053022
AGT43639444,Renewed,24,67,POL43650068
AGT18440997,Not Renewed,12,72,POL58297595
AGT31189537,Pending,28,36,POL77901468
AGT08607132,Renewed,39,16,POL70096611
AGT97641704,Not Renewed,26,38,POL40777572
AGT12966995,Pending,47,84,POL25507617
AGT39576454,Pending,32,78,POL03990592
AGT78344871,Not Renewed,28,10,POL94885800
AGT24077019,Not Renewed,17,100,POL11319886
AGT66504484,Renewed,0,43,POL68905887
AGT85203126,Renewed,24,66,POL71885722
AGT18286289,Not Renewed,24,22,POL88263060
AGT99817665,Renewed,5,51,POL62759282
AGT90900168,Pending,36,62,POL28137827
AGT64216177,Pending,13,15,POL70490457
AGT03019617,Not Renewed,42,75,POL43307974
AGT22546347,Not Renewed,9,26,POL07189960
AGT99240952,Not Renewed,42,47,POL39146398
AGT96982444,Pending,29,53,POL18638801
AGT25773647,Renewed,41,22,POL72689625
AGT70495038,Renewed,50,23,POL84725350
AGT01081441,Renewed,28,42,POL03499634
AGT13074375,Pending,5,15,POL17851408
AGT41476707,Pending,5,91,POL77005390
AGT76304075,Pending,29,92,POL61605343
AGT36127649,Renewed,38,64,POL29802186
AGT57352286,Renewed,48,7,POL45349896
AGT58216117,Pending,4,79,POL48346440
AGT35840933,Renewed,15,33,POL01090154
AGT42927511,Not Renewed,40,100,POL82137065
AGT00894859,Renewed,12,72,POL05710643
AGT11665603,Not Renewed,32,60,POL21394556
AGT44656885,Not Renewed,37,29,POL45259795
AGT67831742,Renewed,3,47,POL07078838
AGT76378966,Not Renewed,0,71,POL29504674
AGT28432111,Pending,33,49,POL27444083
AGT25486533,Renewed,32,55,POL93415185
AGT30710692,Renewed,31,13,POL05606987
AGT36199698,Not Renewed,15,100,POL17258219
AGT63282245,Not Renewed,30,46,POL81559306
AGT49302379,Renewed,26,60,POL84309166
AGT04781804,Renewed,14,57,POL76387090
AGT15935260,Renewed,16,57,POL59492840
AGT28522757,Pending,9,30,POL59507009
AGT81057074,Renewed,26,28,POL22606184
AGT83803513,Pending,43,86,POL36583919
AGT13858503,Pending,43,16,POL88765284
AGT87108404,Renewed,40,82,POL55061898
AGT86170981,Pending,17,78,POL38220056
AGT41406081,Not Renewed,12,58,POL97128772
AGT69831645,Not Renewed,21,5,POL21105419
AGT60999446,Not Renewed,12,34,POL98344452
AGT78435007,Renewed,45,26,POL81202373
AGT99727041,Renewed,40,81,POL50033315
AGT96614978,Pending,46,27,POL71852289
AGT58013889,Not Renewed,14,44,POL63230640
AGT38121007,Pending,22,98,POL22280600
AGT80735826,Pending,50,11,POL82615987
AGT04610764,Not Renewed,41,81,POL13831480
AGT08570809,Pending,39,5,POL42604699
AGT07063515,Renewed,44,31,POL42477290
AGT74421925,Pending,38,91,POL56451530
AGT62619985,Renewed,12,73,POL94687907
AGT79843902,Renewed,50,77,POL13287986
AGT29866001,Pending,32,43,POL47707892
AGT53273603,Not Renewed,40,62,POL23175808
AGT78671226,Renewed,34,22,POL69533983
AGT81543880,Pending,30,25,POL41871042
AGT55272574,Renewed,21,38,POL58901437
AGT82628941,Renewed,10,97,POL15832827
AGT02342985,Pending,44,79,POL98885285
AGT01615923,Renewed,1,3,POL75752645
AGT22956727,Renewed,22,86,POL66984423
AGT68610776,Not Renewed,19,56,POL95029087
AGT98366859,Pending,44,55,POL33528645
AGT75902946,Not Renewed,0,41,POL68879274
AGT91286656,Pending,15,73,POL66757828
AGT24310388,Renewed,36,95,POL14873670
AGT36934710,Renewed,16,28,POL91903305
AGT65275310,Renewed,0,35,POL81452413
AGT89666057,Not Renewed,5,69,POL77471080
AGT24643313,Not Renewed,42,91,POL55161167
AGT38188547,Pending,46,78,POL32721241
AGT04928961,Not Renewed,31,78,POL58798776
AGT17357225,Pending,46,98,POL82130427
AGT82896097,Pending,47,54,POL18274117
AGT05081505,Renewed,5,64,POL55586584
AGT61072985,Renewed,36,90,POL57527902
AGT66614535,Renewed,2,34,POL89135747
AGT17251552,Not Renewed,20,5,POL68469433
AGT16108986,Not Renewed,13,14,POL14708909
AGT31090730,Pending,49,81,POL44473237
AGT27341719,Not Renewed,50,85,POL36097059
AGT63066371,Renewed,40,55,POL13811589
AGT22166334,Pending,42,27,POL03870309
AGT59892489,Not Renewed,32,73,POL03461173
AGT76056841,Renewed,0,86,POL30800309
AGT21890727,Renewed,31,23,POL04460141
AGT05147404,Pending,45,44,POL70638902
AGT35974620,Renewed,5,80,POL81437012
AGT77173486,Renewed,13,83,POL75780288
AGT70236364,Renewed,39,25,POL04195988
AGT59220191,Renewed,13,69,POL23232364
AGT29358915,Renewed,27,26,POL74637013
AGT09938306,Pending,1,88,POL52466157
AGT82639238,Not Renewed,0,4,POL04525744
AGT72731403,Renewed,18,39,POL66023892
AGT17757472,Renewed,37,64,POL12886983
AGT31556495,Not Renewed,35,40,POL18969442
AGT05042106,Renewed,44,25,POL83650350
AGT56388227,Not Renewed,43,23,POL97163250
AGT13622499,Pending,42,12,POL97850012
AGT14500504,Not Renewed,2,62,POL21436071
AGT99928934,Pending,29,35,POL38790391
AGT22335813,Renewed,13,88,POL36578852
AGT17995842,Pending,23,27,POL20281612
AGT98961809,Pending,8,67,POL59899170
AGT11336307,Renewed,32,67,POL21557513
AGT42820043,Pending,13,66,POL89939976
AGT46106549,Not Renewed,20,58,POL07785199
AGT88301319,Renewed,14,49,POL58783069
AGT44838621,Pending,41,3,POL95768809
AGT34591838,Renewed,50,86,POL32079740
AGT25546644,Not Renewed,8,19,POL52344569
AGT73106933,Not Renewed,0,19,POL63017229
AGT84545618,Not Renewed,45,96,POL88647419
AGT81177617,Pending,23,7,POL19976069
AGT53589146,Not Renewed,13,26,POL24210075
AGT69121880,Not Renewed,26,60,POL25694425
AGT68486071,Renewed,48,9,POL97456279
AGT10073547,Renewed,29,35,POL68532142
AGT79344890,Pending,1,79,POL71765111
AGT58624937,Not Renewed,19,14,POL54561530
AGT79686245,Not Renewed,20,55,POL52707318
AGT59028521,Pending,15,100,POL52383716
AGT76663931,Not Renewed,47,72,POL93504222
AGT11636752,Not Renewed,17,10,POL39639859
AGT51803025,Pending,41,77,POL93209384
AGT70883139,Pending,4,17,POL86946793
AGT05363282,Pending,27,64,POL40667253
AGT98949803,Renewed,38,66,POL45842876
AGT64248444,Pending,10,47,POL69578293
AGT50795133,Not Renewed,48,61,POL40483314
AGT19950985,Not Renewed,36,9,POL60335753
AGT37076273,Pending,36,70,POL90100383
AGT85098676,Renewed,32,44,POL99808089
AGT36826209,Not Renewed,49,68,POL46460942
AGT60884319,Pending,25,63,POL63439011
AGT67900950,Renewed,44,25,POL29503998
AGT75922960,Renewed,0,76,POL53010731
AGT02565863,Pending,1,43,POL59178536
AGT49494604,Not Renewed,37,1,POL38416700
AGT41546316,Not Renewed,24,17,POL88672866
AGT80948686,Renewed,42,18,POL21161337
AGT31201359,Pending,28,89,POL64245867
AGT58428300,Not Renewed,15,10,POL22162508
AGT48907897,Not Renewed,13,74,POL83964879
AGT53047258,Renewed,19,5,POL31761126
AGT46222850,Not Renewed,17,82,POL98213594
AGT16372609,Pending,18,20,POL77321123
AGT31409089,Not Renewed,2,43,POL79722953
AGT91268209,Not Renewed,44,13,POL58294071
AGT16448584,Not Renewed,32,78,POL82089087
AGT67339857,Pending,35,55,POL64383103
AGT10545918,Pending,23,42,POL51544429
AGT43036261,Renewed,14,35,POL53203220
AGT37747852,Pending,48,54,POL80929677
AGT92831988,Renewed,8,18,POL95434233
AGT30398409,Not Renewed,50,76,POL14385172
AGT25507193,Renewed,3,81,POL30868799
AGT01124773,Not Renewed,11,59,POL09338514
AGT54739971,Not Renewed,23,12,POL40541993
AGT33679874,Pending,31,40,POL36885391
AGT97847832,Renewed,4,17,POL86478823
AGT99666414,Not Renewed,47,96,POL99023082
AGT16552199,Not Renewed,32,34,POL18101915
AGT55565806,Pending,39,1,POL48959866
AGT11035028,Not Renewed,42,55,POL02489128
AGT50779503,Not Renewed,7,23,POL64086319
AGT93543140,Pending,0,31,POL47639612
AGT95443410,Not Renewed,7,22,POL97525814
AGT63819582,Renewed,6,40,POL86299537
AGT33248768,Pending,28,90,POL39660351
AGT16210818,Renewed,43,3,POL88709617
AGT02808371,Not Renewed,42,28,POL61884063
AGT88466514,Renewed,32,53,POL47175698
AGT04832997,Pending,21,45,POL51999477
AGT68636253,Not Renewed,5,57,POL51831970
AGT05886635,Not Renewed,14,38,POL87238187
AGT83936188,Not Renewed,20,85,POL30316596
AGT88720238,Renewed,48,11,POL18133239
AGT11498112,Renewed,30,83,POL68113018
AGT81084838,Renewed,28,83,POL79185105
AGT70599264,Not Renewed,0,3,POL55617113
AGT31748731,Pending,48,26,POL91815517
AGT50884904,Pending,37,61,POL08018739
AGT28537903,Pending,43,83,POL89376913
AGT72034767,Not Renewed,24,51,POL02819020
AGT81888204,Not Renewed,15,84,POL09010208
AGT38128215,Renewed,18,58,POL69636143
AGT54608455,Renewed,48,89,POL87207136
AGT84316934,Renewed,46,28,POL53130917
AGT70974136,Renewed,33,64,POL50111095
AGT56915520,Pending,12,79,POL24070236
AGT24245670,Pending,28,48,POL32625291
AGT16090693,Not Renewed,14,49,POL99495408
AGT67088447,Pending,1,100,POL87981316
AGT49729745,Not Renewed,0,97,POL67118908
AGT83226741,Not Renewed,17,85,POL23603808
AGT25721421,Renewed,35,99,POL80888212
AGT34150837,Not Renewed,16,59,POL11227831
AGT28367365,Not Renewed,30,92,POL55589679
AGT47488450,Pending,1,97,POL46015732
AGT12305290,Pending,27,69,POL62168693
AGT63980850,Not Renewed,34,54,POL37538645
AGT13663423,Not Renewed,13,18,POL53957372
AGT44161730,Renewed,5,14,POL82812319
AGT57452288,Renewed,3,27,POL44850934
AGT28823749,Pending,30,95,POL10454872
AGT57590936,Pending,42,38,POL59950728
AGT03745390,Renewed,15,8,POL01681251
AGT78645730,Pending,32,44,POL39664673
AGT70022785,Pending,0,11,POL94203944
AGT56208300,Pending,31,48,POL94561811
AGT82732156,Renewed,25,79,POL87125515
AGT77171182,Not Renewed,25,41,POL21231800
AGT67733182,Pending,41,75,POL18884095
AGT77339065,Renewed,49,67,POL23499238
AGT33079315,Not Renewed,11,81,POL83680669
AGT73354406,Pending,12,65,POL97474248
AGT23317880,Renewed,28,94,POL11826796
AGT73172380,Pending,41,14,POL68612732
AGT16848090,Pending,8,74,POL13303189
AGT62818459,Not Renewed,39,56,POL72695322
AGT72161424,Renewed,47,61,POL82064166
AGT55253577,Not Renewed,38,11,POL07078939
AGT15348364,Renewed,33,16,POL67550492
AGT00846613,Renewed,43,41,POL56896530
AGT59754031,Renewed,10,54,POL54740546
AGT16271239,Pending,38,23,POL56481027
AGT62576372,Renewed,15,78,POL61919833
AGT98324801,Pending,47,25,POL43653022
AGT15134592,Pending,44,11,POL23986344
AGT74683442,Renewed,6,50,POL82077399
AGT56306423,Not Renewed,44,25,POL56971563
AGT23354628,Not Renewed,20,13,POL56130497
AGT76732632,Not Renewed,33,38,POL87412754
AGT84626024,Pending,42,49,POL09115909
AGT72217682,Not Renewed,9,73,POL42545134
AGT93664610,Not Renewed,8,48,POL65612264
AGT29305022,Pending,22,83,POL69394395
AGT73875973,Not Renewed,10,68,POL79844892
AGT17349029,Not Renewed,47,35,POL98891714
AGT53690822,Not Renewed,23,86,POL58597674
AGT66411959,Renewed,26,21,POL06923773
AGT22875434,Renewed,10,28,POL95980834
AGT74142340,Not Renewed,24,88,POL37180601
AGT88998311,Pending,26,39,POL17832980
AGT83369289,Renewed,7,20,POL92982957
AGT18112518,Not Renewed,46,30,POL50332022
AGT04686938,Renewed,41,49,POL09568484
AGT96774455,Pending,1,14,POL69314251
AGT49499599,Pending,42,73,POL22897699
AGT61476833,Pending,22,23,POL97235049
AGT10224939,Not Renewed,3,68,POL72712836
AGT64214286,Not Renewed,11,13,POL29793351
AGT22286980,Renewed,29,7,POL59534833
AGT13351678,Pending,2,55,POL26506395
AGT52787099,Not Renewed,45,46,POL44670716
AGT52618182,Renewed,48,21,POL28535341
AGT79505197,Renewed,15,75,POL93243728
AGT29168320,Renewed,12,71,POL80450492
AGT30431698,Not Renewed,40,56,POL61660074
AGT28149702,Renewed,34,6,POL78989397
AGT32065514,Renewed,3,47,POL15877374
AGT51616778,Not Renewed,42,32,POL39030203
AGT79093635,Pending,46,2,POL72182223
AGT39053400,Pending,16,96,POL58356690
AGT63488969,Renewed,12,97,POL39195359
AGT37827864,Renewed,24,100,POL93924279
AGT46168866,Renewed,3,41,POL47426160
AGT09283076,Renewed,28,91,POL48558691
AGT13434028,Pending,33,42,POL22221207
AGT36681223,Pending,49,15,POL93708978
AGT51075587,Pending,29,5,POL66737729
AGT89499498,Pending,50,63,POL69605130
AGT64000870,Renewed,43,5,POL47419656
AGT12761035,Renewed,5,12,POL84907131
AGT68204986,Renewed,21,46,POL87848287
AGT06507709,Pending,7,74,POL12552463
AGT55112629,Renewed,7,91,POL67293726
AGT68517881,Renewed,36,8,POL95451699
AGT59960997,Pending,13,6,POL93135284
AGT57557835,Renewed,42,82,POL43339997
AGT08453099,Renewed,35,64,POL09811937
AGT47482676,Renewed,4,66,POL64216260
AGT87491266,Pending,48,72,POL76155355
AGT35321495,Not Renewed,25,80,POL81895128
AGT96781589,Renewed,46,72,POL12299324
AGT40622605,Not Renewed,35,53,POL73788724
AGT31710463,Pending,45,97,POL45017081
AGT19781109,Renewed,23,37,POL27691978
AGT98806102,Renewed,42,6,POL09102792
AGT78658863,Pending,26,20,POL74740983
AGT27402997,Pending,44,67,POL69973206
AGT36772968,Pending,33,47,POL18306800
AGT54854388,Pending,7,30,POL00975705
AGT01799905,Not Renewed,45,99,POL32457867
AGT37175568,Pending,6,19,POL97881678
AGT70880476,Not Renewed,10,17,POL03749104
AGT03676549,Not Renewed,42,14,POL28241655
AGT56311202,Pending,31,37,POL04677379
AGT75478474,Pending,40,82,POL75734958
AGT00732518,Renewed,31,14,POL00342489
AGT50333659,Renewed,21,83,POL83180478
AGT40833807,Renewed,47,96,POL57458461
AGT87203987,Not Renewed,16,75,POL17909247
AGT27831885,Renewed,48,87,POL88784690
AGT68420407,Pending,33,85,POL61092074
AGT50695909,Pending,28,6,POL98348493
AGT12079082,Renewed,44,6,POL06694262
AGT11323962,Not Renewed,41,64,POL96349249
AGT35911915,Renewed,24,98,POL64861426
AGT90303770,Renewed,40,45,POL66890932
AGT61452008,Pending,36,23,POL45464531
AGT17662524,Pending,19,46,POL83383036
AGT40479401,Not Renewed,42,33,POL87496744
AGT28330328,Pending,23,43,POL29750466
AGT85168810,Not Renewed,50,33,POL11880653
AGT89448506,Pending,29,80,POL45382864
AGT10701220,Not Renewed,7,10,POL93324177
AGT78415108,Pending,13,39,POL50843998
AGT44367318,Pending,17,10,POL28224422
AGT73794749,Pending,11,9,POL12841734
AGT46290664,Not Renewed,30,17,POL57704602
AGT88069120,Renewed,34,77,POL52356256
AGT08032236,Pending,30,50,POL90687071
AGT01320906,Not Renewed,27,69,POL09030327
AGT78280960,Not Renewed,23,25,POL70352062
AGT85934934,Pending,11,38,POL43572641
AGT20291484,Renewed,49,27,POL52576258
AGT36836569,Not Renewed,40,92,POL59071876
AGT49997921,Renewed,9,61,POL43904210
AGT23813965,Not Renewed,1,93,POL94939056
AGT10677110,Not Renewed,26,4,POL71095594
AGT22586139,Renewed,48,62,POL89441443
AGT51687993,Renewed,11,90,POL53518274
AGT54763620,Not Renewed,15,23,POL05847993
AGT64658866,Pending,16,90,POL52535973
AGT95491553,Pending,27,92,POL36624430
AGT98865900,Not Renewed,38,69,POL03623063
AGT82097107,Not Renewed,4,5,POL69712640
AGT85153287,Not Renewed,43,39,POL86586795
AGT14642405,Not Renewed,42,11,POL23605802
AGT90702411,Pending,14,69,POL72902683
AGT25246522,Pending,18,59,POL53556659
AGT13128208,Renewed,6,64,POL56653003
AGT08011610,Renewed,16,25,POL08764986
AGT94028603,Not Renewed,42,52,POL25524623
AGT09556558,Renewed,35,71,POL55063562
AGT93455905,Not Renewed,44,60,POL95639712
AGT13720315,Pending,28,30,POL78604269
AGT22993154,Renewed,41,4,POL86315703
AGT05238118,Not Renewed,10,8,POL14750217
AGT88757034,Pending,26,28,POL53367790
AGT24763384,Renewed,23,30,POL25611191
AGT81528278,Renewed,8,30,POL56612277
AGT37269868,Renewed,24,24,POL99341236
AGT49232622,Pending,12,96,POL08364354
AGT31123544,Pending,35,25,POL65713464
AGT32625375,Pending,11,88,POL40012208
AGT18460094,Renewed,42,1,POL77562289
AGT05643641,Renewed,25,55,POL53804570
AGT42497193,Not Renewed,7,66,POL17250525
AGT44240902,Not Renewed,9,26,POL68885255
AGT26179702,Not Renewed,3,68,POL32979560
AGT15149852,Pending,25,63,POL03838878
AGT21516641,Pending,41,28,POL27741875
AGT02632074,Pending,11,50,POL00776305
AGT15415249,Pending,20,23,POL35534292
AGT48883704,Renewed,13,35,POL31127949
AGT46012241,Pending,37,91,POL33770803
AGT30854390,Pending,41,54,POL08589309
AGT99509442,Not Renewed,7,87,POL60009654
AGT05147598,Pending,18,70,POL28256709
AGT90595229,Renewed,50,61,POL45378265
AGT50747021,Pending,2,9,POL70277568
AGT74649784,Pending,5,86,POL24185779
AGT44285253,Renewed,40,60,POL06543318
AGT99249334,Pending,0,10,POL68885619
AGT61282837,Pending,24,31,POL23114064
AGT36965914,Renewed,10,56,POL54051658
AGT78603918,Not Renewed,7,71,POL59329261
AGT55714499,Not Renewed,15,33,POL49945378
AGT96059140,Pending,8,6,POL84542810
AGT42625674,Not Renewed,28,47,POL66631189
AGT14578675,Pending,38,25,POL19746644
AGT15910222,Not Renewed,24,34,POL69316836
AGT67387804,Pending,28,48,POL95251783
AGT65982386,Not Renewed,44,14,POL64932236
AGT43261969,Renewed,17,57,POL57724014
AGT13473361,Not Renewed,41,23,POL37710630
AGT24976411,Not Renewed,49,22,POL62169873
AGT80340146,Renewed,19,89,POL95326340
AGT22706788,Not Renewed,33,18,POL96200610
AGT80986174,Not Renewed,43,11,POL69091266
AGT08952595,Not Renewed,31,55,POL39502034
AGT48993931,Renewed,29,79,POL80129143
AGT42420443,Renewed,19,1,POL37652928
AGT11151247,Not Renewed,23,85,POL74543161
AGT39152458,Renewed,28,49,POL23203391
AGT33337319,Pending,21,92,POL85094282
AGT85911755,Renewed,31,64,POL92087266
AGT87167859,Pending,30,84,POL83011095
AGT48667506,Renewed,46,5,POL20316917
AGT40788452,Pending,24,80,POL13297022
AGT49680007,Not Renewed,33,36,POL30201413
AGT68563634,Renewed,28,3,POL42258270
AGT83052866,Pending,19,43,POL74649715
AGT76620029,Pending,19,57,POL01511689
AGT50673921,Not Renewed,22,62,POL41959725
AGT41035220,Renewed,27,50,POL85739071
AGT10255093,Pending,10,42,POL47004965
AGT77619097,Renewed,20,49,POL96268176
AGT69733539,Not Renewed,16,83,POL12757089
AGT00446452,Pending,4,57,POL80116968
AGT03733743,Not Renewed,3,49,POL17568774
AGT28402315,Renewed,11,56,POL08723809
AGT20148449,Renewed,47,2,POL51841812
AGT16469757,Not Renewed,20,21,POL12590644
AGT46362959,Pending,10,98,POL01887189
AGT13812725,Renewed,19,37,POL54775068
AGT25590465,Renewed,7,69,POL60169232
AGT81662852,Renewed,2,45,POL07151220
AGT70280391,Not Renewed,16,16,POL62014398
AGT28038355,Not Renewed,49,80,POL57302291
AGT21525859,Pending,4,48,POL37984352
AGT51984256,Renewed,35,66,POL65018998
AGT47248181,Pending,10,95,POL26967918
AGT17458388,Not Renewed,30,20,POL66684348
AGT91677495,Pending,3,56,POL85531608
AGT84700186,Pending,47,20,POL63456798
AGT75518583,Renewed,20,67,POL78322093
AGT96109409,Renewed,43,39,POL59742494
AGT93433293,Pending,1,2,POL12263896
AGT75465448,Not Renewed,8,91,POL11968041
AGT45828680,Not Renewed,22,69,POL72766518
AGT50193369,Renewed,10,88,POL41445459
AGT60343012,Renewed,29,63,POL78043056
AGT96459883,Not Renewed,17,100,POL44986450
AGT96944558,Pending,5,23,POL70827381
AGT90898541,Pending,22,24,POL70755338
AGT02503852,Not Renewed,6,52,POL47233053
AGT72204015,Not Renewed,10,53,POL83630860
